BRAND;MODEL;COUNTRY_ORIGIN;COUNTRY_CODE
Mercedes;CLC Coupe CLC 230;Германия;DE
Mercedes;CLK 63 AMG Cabriolet 6.2;Германия;DE
Mercedes;CLK 63 AMG Coupe 6.2;Германия;DE
Mercedes;CLK-Class Cabriolet CLK 200;Германия;DE
Mercedes;CLK-Class Cabriolet CLK 280;Германия;DE
Mercedes;CLK-Class Cabriolet CLK 350;Германия;DE
Mercedes;CLK-Class Cabriolet CLK 500;Германия;DE
Mercedes;CLK-Class Coupe CLK 200;Германия;DE
Mercedes;CLK-Class Coupe CLK 220;Германия;DE
Mercedes;CLK-Class Coupe CLK 280;Германия;DE
Mercedes;CLK-Class Coupe CLK 350;Германия;DE
Mercedes;CLK-Class Coupe CLK 500;Германия;DE
Mercedes;CLS 63 AMG 6.2;Германия;DE
Mercedes;CLS AMG;Германия;DE
Mercedes;CLS-Class CLS 280;Германия;DE
Mercedes;CLS-Class CLS 350;Германия;DE
Mercedes;CLS-Class CLS 500;Германия;DE
Changan;CM-8;Китай;CN
Toyota;COMS;Япония;JP
Honda;CR-V 2.0;Япония;JP
Honda;CR-V 2.4;Япония;JP
Geely;CS;Китай;CN
Changan;CS15;Китай;CN
Changan;CS35;Китай;CN
Changan;CS35PLUS;Китай;CN
Changan;CS55;Китай;CN
Changan;CS55PLUS;Китай;CN
Changan;CS75;Китай;CN
Changan;CS75PLUS;Китай;CN
Changan;CS85;Китай;CN
Changan;CS95;Китай;CN
Acura;CSX;Япония;JP
Cadillac;CT4;США;США
Cadillac;CT4-V;США;США
Cadillac;CT5;США;США
Cadillac;CT5-V;США;США
Cadillac;CTS 2.8;США;США
Cadillac;CTS 3.6;США;США
Chery;CVT 1.6;Китай;CN
Mazda;CX-3;Япония;JP
Mazda;CX-30;Япония;JP
Mazda;CX-4;Япония;JP
Mazda;CX-5;Япония;JP
Mazda;CX-7;Япония;JP
Mazda;CX-7 2.3;Япония;JP
Mazda;CX-8;Япония;JP
Mazda;CX-9;Япония;JP
Mazda;CX-9 3.7;Япония;JP
Changan;CX20;Китай;CN
Volkswagen;Caddy;Германия;DE
Volkswagen;Caddy 1.4;Германия;DE
Volkswagen;Caddy 1.6;Германия;DE
Volkswagen;Caddy 1.9;Германия;DE
Volkswagen;Caddy 2.0;Германия;DE
Kia;Cadenza;Корея;KR
Toyota;Caldina;Япония;JP
Dodge;Caliber;США;US
Dodge;Caliber 1.8;США;US
Dodge;Caliber 2.0;США;US
Dodge;Caliber SRT4 2.4;США;US
Opel;Calibra;Германия;DE
Volkswagen;California;Германия;DE
Toyota;Cami;Япония;JP
Toyota;Camry;Япония;JP
Toyota;Camry 2.4;Япония;JP
Toyota;Camry 3.5;Япония;JP
Toyota;Camry Solara;Япония;JP
GMC;Canyon Crew Cab 2.8;США;US
GMC;Canyon Crew Cab 3.5;США;US
GMC;Canyon Extended Cab 2.8;США;US
GMC;Canyon Extended Cab 3.5;США;US
GMC;Canyon Regular Cab 2.8;США;US
GMC;Canyon Regular Cab 3.5;США;US
Mazda;Capella;Япония;JP
Kia;Capital;Корея;KR
Chevrolet;Captiva LS;США;US
Chevrolet;Captiva LS 2.4;США;US
Chevrolet;Captiva LT;США;US
Chevrolet;Captiva LT 2.4;США;US
Chevrolet;Captiva LT 3.2;США;US
Renault;Captur;Франция;FR
Dodge;Caravan;США;US
Nissan;Caravan;Япония;JP
Volkswagen;Caravelle;Германия;DE
Kia;Carens 2.0;Корея;KR
Toyota;Carina;Япония;JP
Toyota;Carina E;Япония;JP
Toyota;Carina ED;Япония;JP
Mitsubishi;Carisma;Япония;JP
Kia;Carnival 2.7;Корея;KR
Kia;Carnival 2.9;Корея;KR
FSO;Caro 1.4;Польша;PL
FSO;Caro 1.6;Польша;PL
FSO;Caro 1.9;Польша;PL
Suzuki;Carry;Япония;JP
Cadillac;Catera;США;США
Toyota;Cavalier;Япония;JP
Porsche;Cayenne 957;Германия;DE
Porsche;Cayman 987;Германия;DE
Nissan;Cedric;Япония;JP
Kia;Cee'd 1.4;Корея;KR
Kia;Cee'd 1.6;Корея;KR
Kia;Cee'd 2.0;Корея;KR
Kia;Cee'd GT;Корея;KR
Kia;Cee'd SW 1.4;Корея;KR
Kia;Cee'd SW 1.6;Корея;KR
Kia;Cee'd SW 2.0;Корея;KR
Kia;Ceed;Корея;KR
Nissan;Cefiro;Япония;JP
Mitsubishi;Celeste;Япония;JP
Toyota;Celica;Япония;JP
Toyota;Celsior;Япония;JP
Toyota;Century;Япония;JP
Kia;Cerato 1.6;Корея;KR
TVR;Cerbera 4.2;Виргинские о-ва (Британские);VG
TVR;Cerbera 4.5;Виргинские о-ва (Британские);VG
TVR;Cerbera Speed Six;Виргинские о-ва (Британские);VG
Dodge;Challenger;США;US
Mitsubishi;Challenger;Япония;JP
ЗАЗ;Chance;Украина;UA
Daihatsu;Charade GTi;Япония;JP
Daihatsu;Charade Shortback SX;Япония;JP
Daihatsu;Charade TS;Япония;JP
Dodge;Charger;США;US
Dodge;Charger Daytona;США;US
Mitsubishi;Chariot;Япония;JP
Toyota;Chaser;Япония;JP
Jeep;Cherokee 2.8;США;US
Jeep;Cherokee 3.7;США;US
Datsun;Cherry;Япония;JP
Nissan;Cherry;Япония;JP
Chery;Chery 2.0L;Китай;CN
Chery;Chery 2.4L;Китай;CN
Haval;Chitu;Китай;CN
Maserati;Chubasco 3.2 i;Италия;IT
Suzuki;Ciaz;Япония;JP
Nissan;Cima;Япония;JP
Mercedes;Citan;Германия;DE
Skoda;Citigo;Чешская Республика;CZ
DADI;City Leading 2.4;Китай;CN
DADI;City Leading 2.8;Китай;CN
Honda;Civic 4D 1.8;Япония;JP
Honda;Civic 5D 1.8;Япония;JP
Honda;Civic Ferio;Япония;JP
Honda;Civic Type-R;Япония;JP
Kia;Clarus;Корея;KR
Toyota;Classic;Япония;JP
Renault;Clio 3D Authentique;Франция;FR
Renault;Clio 3D Authentique 1.2;Франция;FR
Renault;Clio 3D Dynamique;Франция;FR
Renault;Clio 3D Dynamique 1.6;Франция;FR
Renault;Clio 5D Authentique;Франция;FR
Renault;Clio 5D Authentique 1.2;Франция;FR
Renault;Clio 5D Dynamique;Франция;FR
Renault;Clio 5D Dynamique 1.6;Франция;FR
Renault;Clio 5D Expression 1.4;Франция;FR
Renault;Clio 5D Extreme;Франция;FR
Renault;Clio 5D Extreme 1.2;Франция;FR
Renault;Clio 5D Extreme 1.4;Франция;FR
Renault;Clio RS;Франция;FR
Renault;Clio RS 2.0;Франция;FR
Nissan;Clipper Rio;Япония;JP
Dodge;Colt;США;US
Mitsubishi;Colt 1.3;Япония;JP
Mitsubishi;Colt 1.5;Япония;JP
Opel;Combo Tour;Германия;DE
Opel;Combo Tour 1.3;Германия;DE
Opel;Combo Tour 1.4;Германия;DE
Opel;Combo Van;Германия;DE
Opel;Combo Van 1.3;Германия;DE
Opel;Combo Van 1.4;Германия;DE
LANDWIND;Comfort;Китай;CN
Toyota;Comfort;Япония;JP
LANDWIND;Comfort (GE);Китай;CN
LANDWIND;Comfort (GE) ABS;Китай;CN
Jeep;Commander 3.0;США;US
Jeep;Commander 4.7;США;US
Jeep;Commander 5.7L;США;US
Jeep;Compass 2.0;США;US
Jeep;Compass 2.4;США;US
Lamborghini;Concept S;Италия;IT
Kia;Concord;Корея;KR
Lincoln;Continental;США;US
Bentley;Continental 6.8;Виргинские о-ва (Британские);VG
Bentley;Continental 6.8 Mulliner;Виргинские о-ва (Британские);VG
Bentley;Continental Flying Spur 6.0;Виргинские о-ва (Британские);VG
Bentley;Continental GT Speed 6.0;Виргинские о-ва (Британские);VG
Bentley;Continental GT6.0 W12TwinTurbo;Виргинские о-ва (Британские);VG
Bentley;Continental GTC 6.0;Виргинские о-ва (Британские);VG
Geely;Coolray;Китай;CN
Mini;Cooper;Виргинские о-ва (Британские);VG
Mini;Cooper Basic;Виргинские о-ва (Британские);VG
Mini;Cooper Clubman Basic;Виргинские о-ва (Британские);VG
Mini;Cooper Clubman Chili;Виргинские о-ва (Британские);VG
Mini;Cooper Clubman Pepper;Виргинские о-ва (Британские);VG
Mini;Cooper Clubman Starter;Виргинские о-ва (Британские);VG
Mini;Cooper Pepper;Виргинские о-ва (Британские);VG
Mini;Cooper S Basic;Виргинские о-ва (Британские);VG
Mini;Cooper S Chili;Виргинские о-ва (Британские);VG
Mini;Cooper S Clubman Basic;Виргинские о-ва (Британские);VG
Mini;Cooper S Clubman Chili;Виргинские о-ва (Британские);VG
Mini;Cooper S Clubman Drive;Виргинские о-ва (Британские);VG
Mini;Cooper S Clubman Starter;Виргинские о-ва (Британские);VG
Mini;Cooper S Drive;Виргинские о-ва (Британские);VG
Mini;Cooper S Starter;Виргинские о-ва (Британские);VG
Mini;Cooper Salt;Виргинские о-ва (Британские);VG
Mini;Cooper Starter;Виргинские о-ва (Британские);VG
Vortex;Corda;Россия;RU
Mitsubishi;Cordia;Япония;JP
Seat;Cordoba Advance;Испания;ES
Seat;Cordoba Reference;Испания;ES
Seat;Cordoba Stylance;Испания;ES
Rolls Royce;Corniche 6.7;Виргинские о-ва (Британские);VG
Toyota;Corolla;Япония;JP
Toyota;Corolla 1.4;Япония;JP
Toyota;Corolla 1.6;Япония;JP
Toyota;Corolla Cross;Япония;JP
Toyota;Corolla II;Япония;JP
Toyota;Corolla Levin;Япония;JP
Toyota;Corolla Rumion;Япония;JP
Toyota;Corolla Spacio;Япония;JP
Toyota;Corolla Verso Sol;Япония;JP
Toyota;Corolla Verso Terra;Япония;JP
Toyota;Corona;Япония;JP
Toyota;Corona EXiV;Япония;JP
Volkswagen;Corrado;Германия;DE
Toyota;Corsa;Япония;JP
Opel;Corsa 3D;Германия;DE
Opel;Corsa 3D 1.0;Германия;DE
Opel;Corsa 3D 1.2;Германия;DE
Opel;Corsa 3D 1.3;Германия;DE
Opel;Corsa 3D 1.4;Германия;DE
Opel;Corsa 3D 1.6;Германия;DE
Opel;Corsa 5D;Германия;DE
Opel;Corsa 5D 1.0;Германия;DE
Opel;Corsa 5D 1.2;Германия;DE
Opel;Corsa 5D 1.3;Германия;DE
Opel;Corsa 5D 1.4;Германия;DE
Opel;Corsa 5D 1.6;Германия;DE
Opel;Corsa OPC;Германия;DE
Opel;Corsa OPC 1.6;Германия;DE
Mercury;Cougar VII 2.0;США;US
Fiat;Coupe;Италия;IT
Maserati;Coupe 4.2 i;Италия;IT
Hyundai;Coupe GLS 2.0;Корея;KR
Hyundai;Coupe GLS 2.7;Корея;KR
Ford;Coupe-Cabriolet Titanium 2.0;США;US
Toyota;Cressida;Япония;JP
Toyota;Cresta;Япония;JP
Hyundai;Creta;Корея;KR
Nissan;Crew;Япония;JP
Fiat;Croma;Италия;IT
Fiat;Croma 2.2;Италия;IT
Chery;Cross Eastar (B14);Китай;CN
Volkswagen;CrossGolf;Германия;DE
Volkswagen;CrossGolf 1.6;Германия;DE
Opel;Crossland X;Германия;DE
Honda;Crossroad;Япония;JP
Honda;Crosstour;Япония;JP
Subaru;Crosstrek;Япония;JP
Toyota;Crown;Япония;JP
Toyota;Crown Kluger;Япония;JP
Toyota;Crown Majesta;Япония;JP
Chevrolet;Cruze;США;US
Nissan;Cube;Япония;JP
Suzuki;Cultus;Япония;JP
Daihatsu;Cuore 0.8 GL;Япония;JP
Toyota;Curren;Япония;JP
Dodge;Custom Royal;США;US
Toyota;Cynos;Япония;JP
Dodge;D/W Series;США;US
FAW;D60;Китай;CN
Dodge;D8;США;US
Aston Martin;DB7 Vantage 5.9;Виргинские о-ва (Британские);VG
Aston Martin;DB7 Vantage Volante 5.9;Виргинские о-ва (Британские);VG
Aston Martin;DB9 5.9;Виргинские о-ва (Британские);VG
Aston Martin;DB9 Volante 5.9;Виргинские о-ва (Британские);VG
Aston Martin;DBS 5.9;Виргинские о-ва (Британские);VG
DongFeng;DF6;Китай;CN
Cadillac;DTS;США;США
Haval;DaGou (Big Dog);Китай;CN
Daimler;Daimler 4.2;Виргинские о-ва (Британские);VG
Daihatsu;Daimler Double Six;Япония;JP
Dodge;Dakota;США;US
Haval;Dargo;Китай;CN
Dodge;Dart;США;US
Nissan;Datsun;Япония;JP
Nissan;Dayz;Япония;JP
Nissan;Dayz Roox;Япония;JP
Cadillac;DeVille;США;США
Mitsubishi;Debonair;Япония;JP
Great Wall;Deer G2;Китай;CN
Great Wall;Deer G3 2.2 i;Китай;CN
Great Wall;Deer G3 2.2 i 4x4;Китай;CN
Great Wall;Deer G5 2.2 i;Китай;CN
Great Wall;Deer G5 2.2 i 4x4;Китай;CN
Land Rover;Defender 110;США;US
Land Rover;Defender 110 Pickup SECrew Cab;США;US
Land Rover;Defender 90;США;US
Mitsubishi;Delica;Япония;JP
Mitsubishi;Delica D:2;Япония;JP
Mitsubishi;Delica D:3;Япония;JP
Mitsubishi;Delica D:5;Япония;JP
Mazda;Demio;Япония;JP
Volkswagen;Derby;Германия;DE
Mitsubishi;Diamante;Япония;JP
Mitsubishi;Dignity;Япония;JP
Mitsubishi;Dingo;Япония;JP
Ferrari;Dino 246 GTS;Италия;IT
Mitsubishi;Dion;Япония;JP
Land Rover;Discovery 3;США;US
Land Rover;Discovery 3 TDV6 HSE;США;US
Land Rover;Discovery 3 TDV6 SE;США;US
Land Rover;Discovery 3 V8 AT;США;US
Land Rover;Discovery Sport;США;US
Fiat;Doblo Cargo 1.3;Италия;IT
Fiat;Doblo Cargo 1.4;Италия;IT
Fiat;Doblo Panorama 1.4;Италия;IT
Renault;Dokker;Франция;FR
BYD;Dolphin;Китай;CN
Subaru;Domingo;Япония;JP
Nissan;Dualis;Япония;JP
Fiat;Ducato;Италия;IT
Toyota;Duet;Япония;JP
Dodge;Durango;США;US
Renault;Duster;Франция;FR
Dodge;Dynasty;США;US
Mercedes;E 63 AMG Estate 6.2;Германия;DE
Mercedes;E 63 AMG Saloon 6.2;Германия;DE
Mercedes;E-Class Estate E 200;Германия;DE
Mercedes;E-Class Estate E 280;Германия;DE
Mercedes;E-Class Estate E 350;Германия;DE
Mercedes;E-Class Estate E 500;Германия;DE
Mercedes;E-Class Saloon E 200;Германия;DE
Mercedes;E-Class Saloon E 230;Германия;DE
Mercedes;E-Class Saloon E 280;Германия;DE
Mercedes;E-Class Saloon E 350;Германия;DE
Mercedes;E-Class Saloon E 500;Германия;DE
BYD;E1;Китай;CN
DongFeng;E11K;Китай;CN
BYD;E2;Китай;CN
BYD;E5;Китай;CN
Chery;E5;Китай;CN
BYD;E6;Китай;CN
Bugatti;EB 110;Франция;FR
Bugatti;EB 110 3.5;Франция;FR
Bugatti;EB 16.4 8.0 W16;Франция;FR
Bugatti;EB 16.4 Veyron;Франция;FR
Bugatti;EB 218 Concep;Франция;FR
Bugatti;EB18.3 Chiron Concept;Франция;FR
Acura;EL;Япония;JP
Cadillac;ELR;США;США
Mercedes;EQA;Германия;DE
Mercedes;EQB;Германия;DE
Mercedes;EQC;Германия;DE
Mercedes;EQE;Германия;DE
Mercedes;EQE AMG;Германия;DE
Mercedes;EQE SUV;Германия;DE
Mercedes;EQE SUV AMG;Германия;DE
Mercedes;EQS;Германия;DE
Mercedes;EQS AMG;Германия;DE
Mercedes;EQS SUV;Германия;DE
Mercedes;EQV;Германия;DE
Kia;EV6;Корея;KR
Infiniti;EX 35 Elite;Япония;JP
Infiniti;EX 35 Premium;Япония;JP
Changan;Eado;Китай;CN
Toyota;Echo;Япония;JP
Mitsubishi;Eclipse;Япония;JP
Mitsubishi;Eclipse Cross;Япония;JP
Ford;EcoSport;США;US
Ford;Econoline;США;US
Ford;Edge;США;US
Kia;Elan;Корея;KR
Hyundai;Elantra GL 1.6;Корея;KR
Hyundai;Elantra GLS 1.6;Корея;KR
Hyundai;Elantra GLS 2.0;Корея;KR
Hyundai;Elantra XD AT3 1.6;Корея;KR
Hyundai;Elantra XD MT1 1.6;Корея;KR
Hyundai;Elantra XD MT2 1.6;Корея;KR
Innocenti;Elba;Италия;IT
Cadillac;Eldorado;США;США
Nissan;Elgrand;Япония;JP
Lotus;Elise 1.8;Виргинские о-ва (Британские);VG
Lotus;Elise 111 1.8;Виргинские о-ва (Британские);VG
Lotus;Elise 111S Sprint;Виргинские о-ва (Британские);VG
Lotus;Elise 340 R 1.8 i;Виргинские о-ва (Британские);VG
Lotus;Elise 340R 1.8;Виргинские о-ва (Британские);VG
Lotus;Elise II 1.8 i;Виргинские о-ва (Британские);VG
Lotus;Elise Sport 1.8;Виргинские о-ва (Британские);VG
Honda;Elysion;Япония;JP
Lamborghini;Embolado Concept;Италия;IT
Mitsubishi;Emeraude;Япония;JP
Geely;Emgrand;Китай;CN
Geely;Emgrand 7;Китай;CN
Geely;Emgrand EC7;Китай;CN
Geely;Emgrand EC8;Китай;CN
Geely;Emgrand GT;Китай;CN
Geely;Emgrand X7;Китай;CN
Mitsubishi;Endeavor;Япония;JP
Kia;Enterprise;Корея;KR
GMC;Envoy 4.2;США;US
GMC;Envoy Denali 5.3;США;US
Skoda;Enyaq;Чешская Республика;CZ
Skoda;Enyaq Coupe;Чешская Республика;CZ
Skoda;Enyaq Coupe RS;Чешская Республика;CZ
Skoda;Enyaq RS;Чешская Республика;CZ
Volkswagen;Eos;Германия;DE
Volkswagen;Eos 2.0;Германия;DE
Volkswagen;Eos 3.2;Германия;DE
Chevrolet;Epica LS 2.0;США;US
Chevrolet;Epica LT;США;US
Chevrolet;Epica LT 2.0;США;US
Chevrolet;Epica LT 2.5;США;US
Hyundai;Equus;Корея;KR
Suzuki;Ertiga;Япония;JP
Cadillac;Escalade 6.2 Base;США;США
Cadillac;Escalade 6.2 Mid;США;США
Cadillac;Escalade 6.2 Top;США;США
Cadillac;Escalade EXT;США;США
Cadillac;Escalade-V;США;США
Ford;Escape;США;US
Ford;Escape Limited;США;US
Ford;Escape XLT;США;US
Ford;Escort;США;US
Suzuki;Escudo;Япония;JP
Renault;Espace Expression;Франция;FR
Renault;Espace Expression 2.0;Франция;FR
Renault;Espace Privilege 2.0;Франция;FR
Lincoln;Esprit;США;US
Lotus;Esprit Sport 350;Виргинские о-ва (Британские);VG
Lotus;Esprit V8 GT;Виргинские о-ва (Британские);VG
Toyota;Esquire;Япония;JP
Toyota;Estima;Япония;JP
Vortex;Estina;Россия;RU
Mitsubishi;Eterna;Япония;JP
Toyota;Etios;Япония;JP
Mazda;Etude;Япония;JP
Lotus;Europa S 2.0;Виргинские о-ва (Британские);VG
Suzuki;Every;Япония;JP
Nissan;Exa;Япония;JP
Subaru;Exiga;Япония;JP
Lotus;Exige 1.8 i;Виргинские о-ва (Британские);VG
Ford;Expedition;США;US
Nissan;Expert;Япония;JP
Peugeot;Expert;Франция;FR
Changan;Explorer;Китай;CN
Ford;Explorer Eddie Bauer 4X4 4.6;США;US
Ford;Explorer Limited 4X4 4.0;США;US
Ford;Explorer Limited 4X4 4.6;США;US
Ford;Explorer XLT 4X4 4.0;США;US
Ford;F-150;США;US
BYD;F0;Китай;CN
BYD;F1;Китай;CN
BYD;F3 G-i;Китай;CN
BYD;F3 GL-i;Китай;CN
BYD;F3 GLX-i;Китай;CN
BYD;F3-R;Китай;CN
Ferrari;F430 купе 4.3;Италия;IT
Ferrari;F430 родстер 4.3;Италия;IT
BYD;F5;Китай;CN
Ferrari;F50;Италия;IT
BYD;F6;Китай;CN
Haval;F7;Китай;CN
Haval;F7x;Китай;CN
BYD;F8;Китай;CN
Geely;FC 1.8;Китай;CN
Toyota;FJ Cruiser;Япония;JP
BYD;FLYER;Китай;CN
Mitsubishi;FTO;Япония;JP
Infiniti;FX 35 Elegance;Япония;JP
Infiniti;FX 35 Premium;Япония;JP
Infiniti;FX 50 Premium;Япония;JP
Infiniti;FX 50 Sport;Япония;JP
Skoda;Fabia Combi;Чешская Республика;CZ
Skoda;Fabia Combi 1.2;Чешская Республика;CZ
Skoda;Fabia Combi 1.4;Чешская Республика;CZ
Skoda;Fabia Combi 1.6;Чешская Республика;CZ
Skoda;Fabia Hatchback;Чешская Республика;CZ
Skoda;Fabia Hatchback 1.2;Чешская Республика;CZ
Skoda;Fabia Hatchback 1.4;Чешская Республика;CZ
Skoda;Fabia Hatchback 1.6;Чешская Республика;CZ
Skoda;Fabia RS;Чешская Республика;CZ
Nissan;Fairlady Z;Япония;JP
Mazda;Familia;Япония;JP
HAIMA;Family;Китай;CN
JMC;Fashion;Китай;CN
Skoda;Favorit;Чешская Республика;CZ
Skoda;Felicia;Чешская Республика;CZ
Daihatsu;Feroza DX;Япония;JP
Lamborghini;Ferruccio Concept;Италия;IT
Ford;Fiesta 3D Ambiente 1.2;США;US
Ford;Fiesta 3D Ghia 1.4;США;US
Ford;Fiesta 3D Ghia 1.6;США;US
Ford;Fiesta 3D Sport 1.6;США;US
Ford;Fiesta 3D Titanium 1.4;США;US
Ford;Fiesta 3D Titanium 1.6;США;US
Ford;Fiesta 3D Trend 1.4;США;US
Ford;Fiesta 5D Ambiente 1.25;США;US
Ford;Fiesta 5D Ghia 1.4;США;US
Ford;Fiesta 5D Ghia 1.6;США;US
Ford;Fiesta 5D Titanium 1.4;США;US
Ford;Fiesta 5D Titanium 1.6;США;US
Ford;Fiesta 5D Trend 1.4;США;US
Nissan;Figaro;Япония;JP
Bristol;Fighter 8.0 V10;Виргинские о-ва (Британские);VG
Fiat;Fiorino;Италия;IT
Pontiac;Firebird 5.7;США;US
Honda;Fit;Япония;JP
Honda;Fit Shuttle;Япония;JP
Mazda;Flair;Япония;JP
Mazda;Flair Crossover;Япония;JP
Cadillac;Fleetwood;США;США
Fiat;Flimont;Италия;IT
Renault;Fluence;Франция;FR
Ford;Focus 3d Ambiente 1.4;США;US
Ford;Focus 3d Comfort 1.4;США;US
Ford;Focus 3d Comfort 1.6;США;US
Ford;Focus 3d Comfort 1.8;США;US
Ford;Focus 3d Comfort 2.0;США;US
Ford;Focus 5d Ambiente 1.4;США;US
Ford;Focus 5d Comfort 1.4;США;US
Ford;Focus 5d Comfort 1.6;США;US
Ford;Focus 5d Comfort 1.8;США;US
Ford;Focus 5d Comfort 2.0;США;US
Ford;Focus 5d Ghia 1.6;США;US
Ford;Focus 5d Ghia 1.8;США;US
Ford;Focus 5d Ghia 2.0;США;US
Ford;Focus 5d Ghia SE 1.6;США;US
Ford;Focus 5d Ghia SE 1.8;США;US
Ford;Focus 5d Titanium SE 1.6;США;US
Ford;Focus 5d Titanium SE 1.8;США;US
Ford;Focus Coupe-CabrioletTrend1.6;США;US
Ford;Focus F;США;US
Ford;Focus ST 3d 2.5;США;US
Ford;Focus ST 5d 2.5;США;US
Ford;Focus Sedan Ambiente 1.4;США;US
Ford;Focus Sedan Comfort 1.4;США;US
Ford;Focus Sedan Comfort 1.6;США;US
Ford;Focus Sedan Comfort 1.8;США;US
Ford;Focus Sedan Comfort 2.0;США;US
Ford;Focus Sedan Ghia 1.6;США;US
Ford;Focus Sedan Ghia 1.8;США;US
Ford;Focus Sedan Ghia 2.0;США;US
Ford;Focus Sedan Ghia SE 1.6;США;US
Ford;Focus Sedan Ghia SE 1.8;США;US
Ford;Focus Sedan Titanium SE 1.6;США;US
Ford;Focus Sedan Titanium SE 1.8;США;US
Ford;Focus Wagon Ambiente 1.4;США;US
Ford;Focus Wagon Comfort 1.4;США;US
Ford;Focus Wagon Comfort 1.6;США;US
Ford;Focus Wagon Comfort 1.8;США;US
Ford;Focus Wagon Comfort 2.0;США;US
Ford;Focus Wagon Ghia 1.6;США;US
Ford;Focus Wagon Ghia 1.8;США;US
Ford;Focus Wagon Ghia 2.0;США;US
Chery;For a;Китай;CN
Suzuki;Forenza;Япония;JP
Subaru;Forester;Япония;JP
Subaru;Forester 2.0;Япония;JP
Subaru;Forester 2.5;Япония;JP
Smart;Forfour;Германия;DE
Smart;Forfour 1.3;Германия;DE
Smart;Forfour 1.5;Германия;DE
Skoda;Forman;Чешская Республика;CZ
Kia;Forte;Корея;KR
Toyota;Fortuner;Япония;JP
Smart;Fortwo Cabrio;Германия;DE
Smart;Fortwo Cabrio 0.8;Германия;DE
Smart;Fortwo Coupe 0.7;Германия;DE
Morgan;Four Four 1.8;Виргинские о-ва (Британские);VG
Morgan;Four Seater 1.8;Виргинские о-ва (Британские);VG
Mitsubishi;Freeca;Япония;JP
Honda;Freed;Япония;JP
Land Rover;Freelander 2 I6 HSE AT6;США;US
Land Rover;Freelander 2 I6 SE AT6;США;US
Land Rover;Freelander 2 TD4 HSE MT6;США;US
Land Rover;Freelander 2 TD4 S MT6;США;US
Land Rover;Freelander 2 TD4 SE MT6;США;US
HAIMA;Freema;Китай;CN
Opel;Frontera;Германия;DE
Nissan;Frontier;Япония;JP
Toyota;Frontlander;Япония;JP
Nissan;Fuga;Япония;JP
Fiat;Fullback;Италия;IT
Toyota;FunCargo;Япония;JP
Ford;Fusion;США;US
Ford;Fusion Core 1.4;США;US
Ford;Fusion Elegance 1.4;США;US
Ford;Fusion Elegance 1.6;США;US
Ford;Fusion Trend 1.4;США;US
Ford;Fusion Trend 1.6;США;US
Infiniti;G 35 Premium;Япония;JP
Infiniti;G 35 Sport;Япония;JP
Mercedes;G 55 K AMG 5.0;Германия;DE
Infiniti;G Coupe 37 Sport;Япония;JP
Mercedes;G-Class 3D G 320;Германия;DE
Mercedes;G-Class 3D G 500;Германия;DE
Mercedes;G-Class 5D G 320;Германия;DE
Mercedes;G-Class 5D G 500;Германия;DE
Mercedes;G-Class Cabrio G 320;Германия;DE
Mercedes;G-Class Cabrio G 500;Германия;DE
BYD;G3;Китай;CN
BYD;G6;Китай;CN
Genesis;G70;Корея;KR
Genesis;G80;Корея;KR
Genesis;G90;Корея;KR
Mitsuoka;GALUE_CONVERTIBLE V6 Cabriolet;Япония;JP
Mitsuoka;GALUE_CONVERTIBLE V8 Cabriolet;Япония;JP
GAC;GE3;Китай;CN
Mercedes;GL-Class AMG;Германия;DE
Mercedes;GL-Class GL 320;Германия;DE
Mercedes;GL-Class GL 450;Германия;DE
Mercedes;GL-Class GL 500;Германия;DE
Mercedes;GLA;Германия;DE
Mercedes;GLA  AMG;Германия;DE
Mercedes;GLB;Германия;DE
Mercedes;GLB AMG;Германия;DE
Mercedes;GLC;Германия;DE
Mercedes;GLC AMG;Германия;DE
Mercedes;GLC Coupe;Германия;DE
Mercedes;GLC Coupe AMG;Германия;DE
Mercedes;GLE;Германия;DE
Mercedes;GLE AMG;Германия;DE
Mercedes;GLE Coupe;Германия;DE
Mercedes;GLE Coupe AMG;Германия;DE
Mercedes;GLK-Class GLK 280;Германия;DE
Mercedes;GLK-Class GLK 320;Германия;DE
Mercedes;GLK-Class GLK 350;Германия;DE
Mercedes;GLS;Германия;DE
Mercedes;GLS AMG;Германия;DE
GAC;GN8;Китай;CN
Datsun;GO;Япония;JP
Datsun;GO+;Япония;JP
Toyota;GR86;Япония;JP
Lexus;GS 300 Executive;Япония;JP
Lexus;GS 300 Luxury;Япония;JP
Lexus;GS 300 Premium;Япония;JP
Lexus;GS 450h;Япония;JP
Lexus;GS 460 Luxury;Япония;JP
GAC;GS5;Китай;CN
GAC;GS8;Китай;CN
Alfa Romeo;GT;Италия;IT
Alfa Romeo;GT 1.8L MT;Италия;IT
Alfa Romeo;GT 2.0L AT;Италия;IT
Alfa Romeo;GT 2.0L MT;Италия;IT
Alfa Romeo;GT 3.2L MT;Италия;IT
Nissan;GT-R;Япония;JP
Toyota;GT86;Япония;JP
Mitsubishi;GTO;Япония;JP
Genesis;GV60;Корея;KR
Genesis;GV70;Корея;KR
Genesis;GV80;Корея;KR
Toyota;Gaia;Япония;JP
Mitsubishi;Galant;Япония;JP
Mitsubishi;Galant Fortis;Япония;JP
Mitsubishi;Galant Instyle;Япония;JP
Mitsubishi;Galant Intense;Япония;JP
Ford;Galaxy;США;US
Ford;Galaxy Core 1.8;США;US
